adres,afgifte_type,bestand,co2,energielabel,ep1_beng1,ep2_beng2,ep3_beng3,gebouwtype,pad,tapwater_toestel,tapwater_type,tojuli,ventilatie_systeem,ventilatie_variant,verwarming_rendement,verwarming_type
"Ladogameerhof 103, 1060 PJ Amsterdam",VERW-AFG_TYPE_AFG_RAD,"Ladogameerhof 103, 1060 PJ Amsterdam_2025-06-19.uniec3",,A,"118,00","157,74","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Ladogameerhof 103, 1060 PJ Amsterdam/Opname/Van adviseur/Ladogameerhof 103, 1060 PJ Amsterdam_2025-06-19.uniec3",externe warmtelevering,TAPW-OPWEK_TYPE_4,"0,97",9,VARIANT_C1,,VERW-OPWEK_TYPE_C
"Kerkstraat 20, 1391 HC Abcoude",VERW-AFG_TYPE_AFG_RAD,"Kerkstraat 20, 1391 HC Abcoude_2025-06-27.uniec3",,C,"125,44","198,16","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Kerkstraat 20, 1391 HC Abcoude/Opname/Van adviseur/Kerkstraat 20, 1391 HC Abcoude_2025-06-27.uniec3",Remeha Calenta 40c - naam gecorrigeerd 2021-07-03,TAPW-OPWEK_TYPE_12,"0,77",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Jisperveldstraat 544, 1024 BD Amsterdam",VERW-AFG_TYPE_AFG_RAD,"Jisperveldstraat 544, 1024 BD Amsterdam_2025-07-24.uniec3",,C,"106,91","214,04","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Jisperveldstraat 544, 1024BB Amsterdam/Opname/Van adviseur/Jisperveldstraat 544, 1024 BD Amsterdam_2025-07-24.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"2,41",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Spitsbergen 13, 1505 EH Zaandam",VERW-AFG_TYPE_AFG_RAD,"Spitsbergen 13, 1505 EH Zaandam_2025-07-17.uniec3",,C,"109,41","217,43","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Spitsbergen 13, 1505 EH Zaandam_/Opname/Van adviseur/Spitsbergen 13, 1505 EH Zaandam_2025-07-17.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"2,82",1,VARIANT_A1,"0,850",VERW-OPWEK_TYPE_H
"Elbe 19, 1423C"S.F. van Ossstraat 322, 1068 JP Amsterdam",VERW-AFG_TYPE_AFG_RAD,"S.F. van Ossstraat 322, 1068 JP Amsterdam_2025-07-30.uniec3",,A,"89,30","150,05","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/S.F. van Ossstraat 322, 1068 JP Amsterdam/Opname/Van adviseur/S.F. van Ossstraat 322, 1068 JP Amsterdam_2025-07-30.uniec3",Vaillant MAG N"Duinlaan 25, 2121 CA Bennebroek",VERW-AFG_TYPE_AFG_RAD,"Duinlaan 25, 2121 CA Bennebroek_2025-12-17.uniec3",4697,A,"106,59","157,01","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Duinlaan 25, 2121 CA Bennebroek/Opname/Van adviseur/Duinlaan 25, 2121 CA Bennebroek_2025-12-17.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"2,03",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Seinpost 11 1431 LG Aalsmeer, Nederland",VERW-AFG_TYPE_AFG_RAD,"Seinpost 11 1431 LG Aalsmeer, Nederland_2025-05-11.uniec3",,B,"110,91","171,93","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Seinpost 11, 1431 LG Aalsmeer/Opname/Van adviseur/Seinpost 11 1431 LG Aalsmeer, Nederland_2025-05-11.uniec3",Nefit Trendline HRC25 CW4,TAPW-OPWEK_TYPE_12,"0,93",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Van Nijenrodeweg 95, 1083EG Amsterdam",VERW-AFG_TYPE_AFG_RAD,"Van Nijenrodeweg 95, 1083EG Amsterdam_2025-05-18.uniec3",,C,"114,17","137,87","35,2",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Van Nijenrodeweg 95, 1083 EG Amsterdam/Opname/Van adviseur/Van Nijenrodeweg 95, 1083EG Amsterdam_2025-05-18.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"1,74",1,VARIANT_A1,,VERW-OPWEK_TYPE_C
"Kleverparkweg 1C, 2023CA Haarlem",VERW-AFG_TYPE_AFG_STR,"Kleverparkweg 1C, 2023CA Haarlem_2025-05-22.uniec3",,D,"198,89","264,60","9,7",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Kleverparkweg 1C, 2023CA Haarlem/Opname/Van adviseur/Kleverparkweg 1C, 2023CA Haarlem_2025-05-22.uniec3",Remeha Tzerra Ace 28c - niet meer leverbaar,TAPW-OPWEK_TYPE_12,"3,03",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Amsteldijk 282, 1079 LL Amsterdam",VERW-AFG_TYPE_AFG_VLV,"Amsteldijk 282, 1079 LL Amsterdam_2025-04-18.uniec3",,C,"145,93","216,85","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Amsteldijk 282, 1079 LL Amsterdam/Opname/Van adviseur/Amsteldijk 282, 1079 LL Amsterdam_2025-04-18.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"4,77",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Aalsmeerderweg 16, 1432 CR Aalsmeer",VERW-AFG_TYPE_AFG_RAD,"Aalsmeerderweg 16, 1432 CR Aalsmeer_2025-11-02.uniec3",,E,"225,86","316,76","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Aalsmeerderweg 16, 1432 CR Aalsmeer, Nederland/Opname/Van adviseur/Aalsmeerderweg 16, 1432 CR Aalsmeer_2025-11-02.uniec3",Nefit Topline Compact HRC30 CW5,TAPW-OPWEK_TYPE_12,"1,84",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Jacob de Graeflaan 41, 1181 DK Amstelveen__",VERW-AFG_TYPE_AFG_LV,"Jacob de Graeflaan 41, 1181 DK Amstelveen___2025-04-08.uniec3",,A+++,"102,69","48,23","69,1",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Jacob de Graeflaan 41, 1181 DK Amstelveen/Opname/Van adviseur/Jacob de Graeflaan 41, 1181 DK Amstelveen___2025-04-08.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"8,44",1,VARIANT_A1,,VERW-OPWEK_TYPE_A
"Sint Janskruidlaan 90, 1187 ED Amstelveen",VERW-AFG_TYPE_AFG_VLV,"Sint Janskruidlaan 90, 1187 ED Amstelveen_2025-05-28.uniec3",,A+,"73,94","92,72","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Sint Janskruidlaan 90, 1187 ED Amstelveen/Opname/Van adviseur/Sint Janskruidlaan 90, 1187 ED Amstelveen_2025-05-28.uniec3",externe warmtelevering,TAPW-OPWEK_TYPE_4,"5,13",26,VARIANT_D2,,VERW-OPWEK_TYPE_C
"1e J.C. Mensinglaan 36, 1431RW Aalsmeer__",VERW-AFG_TYPE_AFG_RAD,"1e J.C. Mensinglaan 36, 1431RW Aalsmeer___2025-06-02.uniec3",,C,"156,76","241,87","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/1e J.C. Mensinglaan 36, 1431 RW Aalsmeer/Opname/Van adviseur/1e J.C. Mensinglaan 36, 1431RW Aalsmeer___2025-06-02.uniec3",badgeiser met Gaskeur CW,TAPW-OPWEK_TYPE_14,"1,90",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Wemmingen 36C, 2151 RL Nieuw-Vennep",VERW-AFG_TYPE_AFG_RAD,"Wemmingen 36C, 2151 RL Nieuw-Vennep_2025-05-01.uniec3",,C,"125,49","207,21","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Wemmingen 36C, 2151 RL Nieuw-Vennep/Opname/Van adviseur/Wemmingen 36C, 2151 RL Nieuw-Vennep_2025-05-01.uniec3",Intergas Kombi Kompakt HRE 28/24,TAPW-OPWEK_TYPE_12,"1,52",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Lorentzplein 16, 1171 BA Badhoevedorp_",VERW-AFG_TYPE_AFG_OVERIG,"Lorentzplein 16, 1171 BA Badhoevedorp__2025-07-27.uniec3",,D,"116,88","272,14","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Lorentzplein 16, 1171 BA Badhoevedorp/Opname/Van adviseur/Lorentzplein 16, 1171 BA Badhoevedorp__2025-07-27.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"2,03",1,VARIANT_A1,,VERW-OPWEK_TYPE_E
Polderburg 49 2135 AT Hoofddorp__,VERW-AFG_TYPE_AFG_RAD,Polderburg 49 2135 AT Hoofddorp___2025-10-14.uniec3,,A,"104,18","137,94","18,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Polderburg 49, 2135 AT Hoofddorp, Nederland/Opname/Van adviseur/Polderburg 49 2135 AT Hoofddorp___2025-10-14.uniec3",Intergas Kombi Kompakt HRE 36/30 A,TAPW-OPWEK_TYPE_12,"1,08",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Schweitzerstraat 64, 2131 RG Hoofddorp",VERW-AFG_TYPE_AFG_RAD,"Schweitzerstraat 64, 2131 RG Hoofddorp_2025-07-23.uniec3",,B,"114,80","185,56","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Schweitzerstraat 64, 2131 RG Hoofddorp/Opname/Van adviseur/Schweitzerstraat 64, 2131 RG Hoofddorp_2025-07-23.uniec3",HR(-107) ketel met Gaskeur,TAPW-OPWEK_TYPE_12,"1,03",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Haya van Somerensingel 107, 2135 HZ Hoofddorp",VERW-AFG_TYPE_AFG_RAD,"Haya van Somerensingel 107, 2135 HZ Hoofddorp_2025-04-17.uniec3",,A,"100,92","154,75","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Haya van Somerensingel 107, 2135 HZ Hoofddorp/Opname/Van adviseur/Haya van Somerensingel 107, 2135 HZ Hoofddorp_2025-04-17.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"2,13",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Dr. J. Wasscherstraat 14, 1432 PS Aalsmeer",VERW-AFG_TYPE_AFG_RAD,"Dr. J. Wasscherstraat 14, 1432 PS Aalsmeer_2025-09-10.uniec3",,A,"91,10","136,11","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Dr. J. Wasscherstraat 14, 1432 PS Aalsmeer, Nederland/Opname/Van adviseur/Dr. J. Wasscherstraat 14, 1432 PS Aalsmeer_2025-09-10.uniec3",Intergas Kombi Kompakt HR 36/30,TAPW-OPWEK_TYPE_12,"2,93",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Groenhof 366, 1186GL Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Groenhof 366, 1186GL Amstelveen_2025-09-25.uniec3",,A,"67,72","146,86","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Groenhof 366, 1186 GJ Amstelveen, Nederland/Opname/Van adviseur/Groenhof 366, 1186GL Amstelveen_2025-09-25.uniec3",HR(-107) ketel,TAPW-OPWEK_TYPE_12,"1,34",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Helling 16, 1431 CA Aalsmeer",VERW-AFG_TYPE_AFG_RAD,"Helling 16, 1431 CA Aalsmeer_2025-04-18.uniec3",,C,"146,41","226,21","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Helling 16, 1431 CA Aalsmeer/Opname/Van adviseur/Helling 16, 1431 CA Aalsmeer_2025-04-18.uniec3",Nefit Proline HRC24 CW4,TAPW-OPWEK_TYPE_12,"1,26",1,V"Schweitzerstraat 64, 2131 RG Hoofddorp",VERW-AFG_TYPE_AFG_RAD,"Schweitzerstraat 64, 2131 RG Hoofddorp_2025-07-23.uniec3",,B,"114,80","185,56","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Schweitzerstraat 64, 2131 RG Hoofddorp/Opname/Van adviseur/Schweitzerstraat 64, 2131 RG Hoofddorp_2025-07-23.uniec3",HR(-107) ketel met Gaskeur,TAPW-OPWEK_TYPE_12,"1,03",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Haya van Somerensingel 107, 2135 HZ HoofddorWillem-Alexanderstraat 74 1432 JM Aalsmeer,VERW-AFG_TYPE_AFG_RAD,Willem-Alexanderstraat 74 1432 JM Aalsmeer_2025-10-10.uniec3,,C,"116,00","195,08","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Willem-Alexanderstraat 74, 1432 JM Aalsmeer, Nederland/Opname/Van adviseur/Willem-Alexanderstraat 74 1432 JM Aalsmeer_2025-10-10.uniec3",HR-104 ketel met Gaskeur,TAPW-OPWEK_TYPE_12,"3,64",1,VARIANT_A1,"0,925",VERW-OPWEK_TYPE_H
"Oosteinderweg 347, 1432 AX Aalsmeer",VERW-AFG_TYPE_AFG_VLV,"Oosteinderweg 347, 1432 AX Aalsmeer_2025-12-15.uniec3",7107,C,"136,58","196,14","5,8",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Oosteinderweg 347, 1432 AX Aalsmeer, Nederland/Opname/Van adviseur/Oosteinderweg 347, 1432 AX Aalsmeer_2025-12-15.uniec3",Atag Q38C,TAPW-OPWEK_TYPE_12,"0,97",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Onstein 82, 1082 KL Amsterdam",VERW-AFG_TYPE_AFG_RAD,"Onstein 82, 1082 KL Amsterdam_2025-06-01.uniec3",,G,"268,47","407,46","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Onstein 82, 1082 KL Amsterdam/Opname/Van adviseur/Onstein 82, 1082 KL Amsterdam_2025-06-01.uniec3",badgeiser met Gaskeur CW,TAPW-OPWEK_TYPE_14,"0,99",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Zuiderkeerkring 363, 2408 HP Alphen aan den Rijn",VERW-AFG_TYPE_AFG_RAD,"Zuiderkeerkring 363, 2408 HP Alphen aan den Rijn_2025-07-22.uniec3",,A,"83,96","138,90","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Zuiderkeerkring 363, 2408 HP Alphen aan den Rijn/Opname/Van adviseur/Zuiderkeerkring 363, 2408 HP Alphen aan den Rijn_2025-07-22.uniec3",Intergas Kombi Kompakt HRE 28/24 A,TAPW-OPWEK_TYPE_12,"4,08",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Hoofdweg 25, 1175 KL Lijnden",VERW-AFG_TYPE_AFG_VLV,"Hoofdweg 25, 1175 KL Lijnden_2025-07-14.uniec3",,B,"121,93","186,06","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Hoofdweg 25, 1175 KL Lijnden/Opname/Van adviseur/Hoofdweg 25, 1175 KL Lijnden_2025-07-14.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"1,36",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Looiersgracht 17A, 1016 VR Amsterdam",VERW-AFG_TYPE_AFG_RAD,"Looiersgracht 17A, 1016 VR Amsterdam_2025-07-02.uniec3",,A,"89,34","138,43","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Looiersgracht 17A, 1016 VR Amsterdam/Opname/Van adviseur/Looiersgracht 17A, 1016 VR Amsterdam_2025-07-02.uniec3",Intergas Kombi Kompakt HRE 24/18 A,TAPW-OPWEK_TYPE_12,"1,65",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Keizer Karelweg 69, 1185 HP Amstelveen__",VERW-AFG_TYPE_AFG_VLV,"Keizer Karelweg 69, 1185 HP Amstelveen___2025-07-23.uniec3",,A,"144,81","130,72","38,3",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Keizer Karelweg 69, 1185 HP Amstelveen/Opname/Van adviseur/Keizer Karelweg 69, 1185 HP Amstelveen___2025-07-23.uniec3",Vaillant hrSolide plus VHR NL 30-34/3-5,TAPW-OPWEK_TYPE_12,"1,95",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Buitenplein 23, 1181 ZJ Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Buitenplein 23, 1181 ZJ Amstelveen_2025-09-02.uniec3",,C,"161,74","247,14","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Buitenplein 23, 1181 ZJ Amstelveen, Nederland/Opname/Van adviseur/Buitenplein 23, 1181 ZJ Amstelveen_2025-09-02.uniec3",Intergas Kombi Kompakt HRE 24/18 A,TAPW-OPWEK_TYPE_12,"1,96",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Onsenoort 18, 1083BW Amsterdam_",VERW-AFG_TYPE_AFG_RAD,"Onsenoort 18, 1083BW Amsterdam__2025-06-02.uniec3",,B,"115,32","172,66","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Onsenoort 18, 1083 CC Amsterdam/Opname/Van adviseur/Onsenoort 18, 1083BW Amsterdam__2025-06-02.uniec3",Intergas Kombi Kompakt HRE 28/24 A,TAPW-OPWEK_TYPE_12,"1,00",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Rembrandtweg 549, 1181 GT Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Rembrandtweg 549, 1181 GT Amstelveen_2025-06-23.uniec3",,A,"99,76","150,58","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Rembrandtweg 549, 1181 GT Amstelveen/Opname/Van adviseur/Rembrandtweg 549, 1181 GT Amstelveen_2025-06-23.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"2,32",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Tiengemeten 169, 1181 CS Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Tiengemeten 169, 1181 CS Amstelveen_2025-07-07.uniec3",,B,"110,64","174,15","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Tiengemeten 169, 1181 CS Amstelveen/Opname/Van adviseur/Tiengemeten 169, 1181 CS Amstelveen_2025-07-07.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"2,38",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Uiterweg 272, 1431 AV Aalsmeer",VERW-AFG_TYPE_AFG_OVERIG,"Uiterweg 272, 1431 AV Aalsmeer_2025-10-01.uniec3",,B,"148,68","167,88","31,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Uiterweg 272, 1431 AV Aalsmeer, Nederland/Opname/Van adviseur/Uiterweg 272, 1431 AV Aalsmeer_2025-10-01.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"3,57",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_E
"Wilsonsplein 17, 2011VG Haarlem - 17-D",VERW-AFG_TYPE_AFG_RAD,"Wilsonsplein 17, 2011VG Haarlem - 17-D_2025-05-26.uniec3",,D,"109,38","264,85","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Wilsonsplein 17D, 2011VG Haarlem/Opname/Van adviseur/Wilsonsplein 17, 2011VG Haarlem - 17-D_2025-05-26.uniec3",Nefit 9000i AquaPower Plus HRC 45/CW6,TAPW-OPWEK_TYPE_12,"1,19",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Wilhelminakade 27, 1421 AB Uithoorn",VERW-AFG_TYPE_AFG_RAD,"Wilhelminakade 27, 1421 AB Uithoorn_2025-11-09.uniec3",,C,"88,80","208,84","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Wilhelminakade 27, 1421 AB Uithoorn, Nederland/Opname/Van adviseur/Wilhelminakade 27, 1421 AB Uithoorn_2025-11-09.uniec3",VR ketel met Gaskeur,TAPW-OPWEK_TYPE_12,"1,72",9,VARIANT_C1,"0,800",VERW-OPWEK_TYPE_H
"Mijnsherenweg 38, 1433 AS Kudelstaart",VERW-AFG_TYPE_AFG_RAD,"Mijnsherenweg 38, 1433 AS Kudelstaart_2025-09-16.uniec3",,D,"211,15","285,00","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Mijnsherenweg 38, 1433 AS Kudelstaart, Nederland/Opname/Van adviseur/Mijnsherenweg 38, 1433 AS Kudelstaart_2025-09-16.uniec3",Remeha Avanta 35c,TAPW-OPWEK_TYPE_12,"0,85",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Jacob Van Lennepkade 187, 1054 Amsterdam",VERW-AFG_TYPE_AFG_RAD,"Jacob Van Lennepkade 187, 1054 Amsterdam_2025-10-15.uniec3",,D,"169,20","258,63","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Jacob Van Lennepkade 187-1, 1054 Amsterdam, Nederland/Opname/Van adviseur/Jacob Van Lennepkade 187, 1054 Amsterdam_2025-10-15.uniec3",Intergas Kombi Kompakt HRE 24/18,TAPW-OPWEK_TYPE_12,"1,25",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Korfstraat 44, 1433 DD Kudelstaart",VERW-AFG_TYPE_AFG_RAD,"Korfstraat 44, 1433 DD Kudelstaart_2025-10-06.uniec3",,A,"82,47","127,52","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Korfstraat 44, 1433 DD Kudelstaart, Nederland/Opname/Van adviseur/Korfstraat 44, 1433 DD Kudelstaart_2025-10-06.uniec3",Intergas Xtreme 30,TA"Wilsonsplein 17, 2011VG Haarlem - 17-D",VERW-AFG_TYPE_AFG_RAD,"Wilsonsplein 17, 2011VG Haarlem - 17-D_2025-05-26.uniec3",,D,"109,38","264,85","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Wilsonsplein 17D, 2011VG Haarlem/Opname/Van adviseur/Wilsonsplein 17, 2011VG Haarlem - 17-D_2025-05-26.uniec3",Nefit 9000i AquaPower Plus HRC 45/CW6,TAPW-OPWEK_TYPE_12,"1,19",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Wilhelminakade 27, 1421 AB Uithoorn",VERW-AFG_TYPE_AFG_RAD,"Wilhelminakade 27, 1421 "Nieuwemeerdijk 219, 1171 NM Badhoevedorp",VERW-AFG_TYPE_AFG_RAD,"Nieuwemeerdijk 219, 1171 NM Badhoevedorp_2025-10-07.uniec3",,C,"150,33","220,87","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Nieuwemeerdijk 219, 1171 NM Badhoevedorp, Nederland/Opname/Van adviseur/Nieuwemeerdijk 219, 1171 NM Badhoevedorp_2025-10-07.uniec3",Remeha Calenta Ace 40L CCS,TAPW-OPWEK_TYPE_12,"1,78",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Kastelenstraat 75-1, 1083CC Amsterdam",VERW-AFG_TYPE_AFG_RAD,"Kastelenstraat 75-1, 1083CC Amsterdam_2025-04-03.uniec3",,D,"200,10","179,86","38,7",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Kastelenstraat 75-1, 1083CC Amsterdam/Opname/Van adviseur/Kastelenstraat 75-1, 1083CC Amsterdam_2025-04-03.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"3,23",1,VARIANT_A1,,VERW-OPWEK_TYPE_C
"Pelikaanstraat 11, 1171 DG Badhoevedorp",VERW-AFG_TYPE_AFG_RAD,"Pelikaanstraat 11, 1171 DG Badhoevedorp_2025-06-02.uniec3",,D,"180,27","258,77","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Pelikaanstraat 11, 1171 DG Badhoevedorp/Opname/Van adviseur/Pelikaanstraat 11, 1171 DG Badhoevedorp_2025-06-02.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"1,67",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Zeelandiahoeve 279, 1187 MB Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Zeelandiahoeve 279, 1187 MB Amstelveen_2025-06-02.uniec3",,A,"65,41","136,77","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Zeelandiahoeve 279, 1187 MB Amstelveen/Opname/Van adviseur/Zeelandiahoeve 279, 1187 MB Amstelveen_2025-06-02.uniec3",Atag E223C,TAPW-OPWEK_TYPE_12,"0,70",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Spieringweg 952, 2136 LK Zwaanshoek",VERW-AFG_TYPE_AFG_RAD,"Spieringweg 952, 2136 LK Zwaanshoek_2025-10-31.uniec3",,F,"287,74","370,54","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Spieringweg 952, 2136 LK Zwaanshoek, Nederland/Opname/Van adviseur/Spieringweg 952, 2136 LK Zwaanshoek_2025-10-31.uniec3",Intergas Kombi Kompakt HRE 28/24 A,TAPW-OPWEK_TYPE_12,"1,23",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
